Date,Goldman Sachs
2011-03-08,18
2011-03-09,19
2011-03-10,18
2011-03-11,18
2011-03-12,19
2011-03-13,17
2011-03-14,17
2011-03-15,17
2011-03-16,16
2011-03-17,16
2011-03-18,15
2011-03-19,15
2011-03-20,15
2011-03-21,15
2011-03-22,16
2011-03-23,16
2011-03-24,16
2011-03-25,17
2011-03-26,17
2011-03-27,17
2011-03-28,17
2011-03-29,17
2011-03-30,17
2011-03-31,18
2011-04-01,17
2011-04-02,18
2011-04-03,18
2011-04-04,18
2011-04-05,18
2011-04-06,18
2011-04-07,20
2011-04-08,18
2011-04-09,18
2011-04-10,19
2011-04-11,20
2011-04-12,21
2011-04-13,22
2011-04-14,23
2011-04-15,25
2011-04-16,28
2011-04-17,24
2011-04-18,24
2011-04-19,24
2011-04-20,26
2011-04-21,24
2011-04-22,27
2011-04-23,24
2011-04-24,22
2011-04-25,21
2011-04-26,20
2011-04-27,19
2011-04-28,17
2011-04-29,16
2011-04-30,15
2011-05-01,15
2011-05-02,14
2011-05-03,13
2011-05-04,14
2011-05-05,13
2011-05-06,12
2011-05-07,12
2011-05-08,12
2011-05-09,12
2011-05-10,13
2011-05-11,14
2011-05-12,14
2011-05-13,14
2011-05-14,15
2011-05-15,15
2011-05-16,15
2011-05-17,15
2011-05-18,16
2011-05-19,16
2011-05-20,18
2011-05-21,17
2011-05-22,17
2011-05-23,18
2011-05-24,17
2011-05-25,19
2011-05-26,18
2011-05-27,20
2011-05-28,19
2011-05-29,19
2011-05-30,19
2011-05-31,20
2011-06-01,20
2011-06-02,21
2011-06-03,24
2011-06-04,23
2011-06-05,20
2011-06-06,19
2011-06-07,19
2011-06-08,17
2011-06-09,16
2011-06-10,15
2011-06-11,14
2011-06-12,14
2011-06-13,15
2011-06-14,14
2011-06-15,14
2011-06-16,16
2011-06-17,14
2011-06-18,16
2011-06-19,15
2011-06-20,15
2011-06-21,15
2011-06-22,15
2011-06-23,16
2011-06-24,15
2011-06-25,17
2011-06-26,16
2011-06-27,16
2011-06-28,16
2011-06-29,17
2011-06-30,17
2011-07-01,17
2011-07-02,18
2011-07-03,17
2011-07-04,16
2011-07-05,15
2011-07-06,14
2011-07-07,13
2011-07-08,12
2011-07-09,12
2011-07-10,12
2011-07-11,13
2011-07-12,14
2011-07-13,16
2011-07-14,16
2011-07-15,17
2011-07-16,19
2011-07-17,19
2011-07-18,20
2011-07-19,22
2011-07-20,26
2011-07-21,25
2011-07-22,26
2011-07-23,30
2011-07-24,26
2011-07-25,24
2011-07-26,22
2011-07-27,22
2011-07-28,19
2011-07-29,17
2011-07-30,17
2011-07-31,16
2011-08-01,16
2011-08-02,16
2011-08-03,16
2011-08-04,16
2011-08-05,18
2011-08-06,17
2011-08-07,17
2011-08-08,18
2011-08-09,20
2011-08-10,19
2011-08-11,19
2011-08-12,23
2011-08-13,21
2011-08-14,20
2011-08-15,19
2011-08-16,19
2011-08-17,18
2011-08-18,17
2011-08-19,16
2011-08-20,18
2011-08-21,17
2011-08-22,18
2011-08-23,19
2011-08-24,23
2011-08-25,22
2011-08-26,26
2011-08-27,28
2011-08-28,23
2011-08-29,22
2011-08-30,21
2011-08-31,20
2011-09-01,19
2011-09-02,18
2011-09-03,18
2011-09-04,16
2011-09-05,17
2011-09-06,16
2011-09-07,16
2011-09-08,16
2011-09-09,16
2011-09-10,17
2011-09-11,16
2011-09-12,16
2011-09-13,18
2011-09-14,17
2011-09-15,18
2011-09-16,18
2011-09-17,19
2011-09-18,20
2011-09-19,18
2011-09-20,17
2011-09-21,17
2011-09-22,16
2011-09-23,17
2011-09-24,17
2011-09-25,18
2011-09-26,20
2011-09-27,22
2011-09-28,25
2011-09-29,27
2011-09-30,31
2011-10-01,31
2011-10-02,30
2011-10-03,30
2011-10-04,30
2011-10-05,30
2011-10-06,29
2011-10-07,29
2011-10-08,31
2011-10-09,29
2011-10-10,27
2011-10-11,26
2011-10-12,25
2011-10-13,26
2011-10-14,23
2011-10-15,23
2011-10-16,25
2011-10-17,26
2011-10-18,27
2011-10-19,31
2011-10-20,33
2011-10-21,32
2011-10-22,34
2011-10-23,32
2011-10-24,30
2011-10-25,27
2011-10-26,24
2011-10-27,22
2011-10-28,22
2011-10-29,18
2011-10-30,18
2011-10-31,18
2011-11-01,19
2011-11-02,20
2011-11-03,20
2011-11-04,22
2011-11-05,21
2011-11-06,22
2011-11-07,21
2011-11-08,21
2011-11-09,22
2011-11-10,21
2011-11-11,22
2011-11-12,23
2011-11-13,21
2011-11-14,21
2011-11-15,22
2011-11-16,21
2011-11-17,21
2011-11-18,22
2011-11-19,21
2011-11-20,20
2011-11-21,20
2011-11-22,20
2011-11-23,21
2011-11-24,20
2011-11-25,20
2011-11-26,19
2011-11-27,19
2011-11-28,20
2011-11-29,20
2011-11-30,21
2011-12-01,22
2011-12-02,22
2011-12-03,24
2011-12-04,24
2011-12-05,21
2011-12-06,20
2011-12-07,23
2011-12-08,19
2011-12-09,19
2011-12-10,19
2011-12-11,17
2011-12-12,17
2011-12-13,17
2011-12-14,16
2011-12-15,17
2011-12-16,16
2011-12-17,17
2011-12-18,16
2011-12-19,15
2011-12-20,14
2011-12-21,14
2011-12-22,14
2011-12-23,13
2011-12-24,13
2011-12-25,13
2011-12-26,13
2011-12-27,14
2011-12-28,13
2011-12-29,13
2011-12-30,15
2011-12-31,14
2012-01-01,14
2012-01-02,14
2012-01-03,14
2012-01-04,14
2012-01-05,14
2012-01-06,14
2012-01-07,15
2012-01-08,15
2012-01-09,16
2012-01-10,16
2012-01-11,16
2012-01-12,18
2012-01-13,18
2012-01-14,18
2012-01-15,19
2012-01-16,21
2012-01-17,22
2012-01-18,23
2012-01-19,26
2012-01-20,29
2012-01-21,30
2012-01-22,26
2012-01-23,24
2012-01-24,23
2012-01-25,21
2012-01-26,21
2012-01-27,18
2012-01-28,17
2012-01-29,17
2012-01-30,17
2012-01-31,17
2012-02-01,17
2012-02-02,18
2012-02-03,17
2012-02-04,17
2012-02-05,16
2012-02-06,16
2012-02-07,16
2012-02-08,15
2012-02-09,15
2012-02-10,15
2012-02-11,15
2012-02-12,15
2012-02-13,15
2012-02-14,16
2012-02-15,16
2012-02-16,18
2012-02-17,18
2012-02-18,18
2012-02-19,17
2012-02-20,16
2012-02-21,16
2012-02-22,15
2012-02-23,14
2012-02-24,13
2012-02-25,13
2012-02-26,12
2012-02-27,12
2012-02-28,12
2012-02-29,12
2012-03-01,12
2012-03-02,12
2012-03-03,12
2012-03-04,13
2012-03-05,12
2012-03-06,12
2012-03-07,13
2012-03-08,13
2012-03-09,14
2012-03-10,14
2012-03-11,26
2012-03-12,40
2012-03-13,50
2012-03-14,63
2012-03-15,75
2012-03-16,98
2012-03-17,112
2012-03-18,92
2012-03-19,83
2012-03-20,70
2012-03-21,60
2012-03-22,49
2012-03-23,39
2012-03-24,29
2012-03-25,26
2012-03-26,24
2012-03-27,23
2012-03-28,22
2012-03-29,20
2012-03-30,19
2012-03-31,18
2012-04-01,16
2012-04-02,16
2012-04-03,17
2012-04-04,16
2012-04-05,15
2012-04-06,16
2012-04-07,15
2012-04-08,14
2012-04-09,14
2012-04-10,13
2012-04-11,13
2012-04-12,12
2012-04-13,12
2012-04-14,12
2012-04-15,12
2012-04-16,13
2012-04-17,14
2012-04-18,16
2012-04-19,16
2012-04-20,18
2012-04-21,18
2012-04-22,17
2012-04-23,17
2012-04-24,16
2012-04-25,16
2012-04-26,17
2012-04-27,15
2012-04-28,16
2012-04-29,14
2012-04-30,14
2012-05-01,14
2012-05-02,14
2012-05-03,14
2012-05-04,13
2012-05-05,13
2012-05-06,12
2012-05-07,12
2012-05-08,12
2012-05-09,13
2012-05-10,12
2012-05-11,12
2012-05-12,12
2012-05-13,12
2012-05-14,12
2012-05-15,12
2012-05-16,12
2012-05-17,12
2012-05-18,12
2012-05-19,13
2012-05-20,12
2012-05-21,12
2012-05-22,12
2012-05-23,11
2012-05-24,11
2012-05-25,11
2012-05-26,11
2012-05-27,11
2012-05-28,10
2012-05-29,10
2012-05-30,9
2012-05-31,10
2012-06-01,9
2012-06-02,9
2012-06-03,9
2012-06-04,9
2012-06-05,10
2012-06-06,11
2012-06-07,11
2012-06-08,11
2012-06-09,12
2012-06-10,12
2012-06-11,12
2012-06-12,12
2012-06-13,14
2012-06-14,13
2012-06-15,13
2012-06-16,15
2012-06-17,14
2012-06-18,14
2012-06-19,14
2012-06-20,15
2012-06-21,14
2012-06-22,14
2012-06-23,15
2012-06-24,13
2012-06-25,12
2012-06-26,12
2012-06-27,12
2012-06-28,11
2012-06-29,10
2012-06-30,10
2012-07-01,10
2012-07-02,10
2012-07-03,11
2012-07-04,10
2012-07-05,10
2012-07-06,10
2012-07-07,11
2012-07-08,11
2012-07-09,11
2012-07-10,11
2012-07-11,11
2012-07-12,11
2012-07-13,12
2012-07-14,12
2012-07-15,13
2012-07-16,14
2012-07-17,15
2012-07-18,17
2012-07-19,18
2012-07-20,19
2012-07-21,20
2012-07-22,18
2012-07-23,17
2012-07-24,17
2012-07-25,15
2012-07-26,15
2012-07-27,13
2012-07-28,12
2012-07-29,12
2012-07-30,12
2012-07-31,13
2012-08-01,12
2012-08-02,12
2012-08-03,13
2012-08-04,13
2012-08-05,13
2012-08-06,12
2012-08-07,11
2012-08-08,11
2012-08-09,10
2012-08-10,10
2012-08-11,10
2012-08-12,10
2012-08-13,10
2012-08-14,10
2012-08-15,10
2012-08-16,10
2012-08-17,10
2012-08-18,10
2012-08-19,10
2012-08-20,10
2012-08-21,11
2012-08-22,11
2012-08-23,13
2012-08-24,12
2012-08-25,13
2012-08-26,12
2012-08-27,12
2012-08-28,11
2012-08-29,12
2012-08-30,11
2012-08-31,10
2012-09-01,10
2012-09-02,11
2012-09-03,12
2012-09-04,13
2012-09-05,14
2012-09-06,15
2012-09-07,18
2012-09-08,18
2012-09-09,17
2012-09-10,17
2012-09-11,18
2012-09-12,16
2012-09-13,16
2012-09-14,16
2012-09-15,17
2012-09-16,15
2012-09-17,16
2012-09-18,16
2012-09-19,14
2012-09-20,15
2012-09-21,14
2012-09-22,14
2012-09-23,13
2012-09-24,13
2012-09-25,13
2012-09-26,13
2012-09-27,12
2012-09-28,13
2012-09-29,12
2012-09-30,13
