Date,JMP Securities
2007-07-27,63
2007-07-28,66
2007-07-29,68
2007-07-30,71
2007-07-31,73
2007-08-01,76
2007-08-02,73
2007-08-03,71
2007-08-04,68
2007-08-05,66
2007-08-06,63
2007-08-07,61
2007-08-08,58
2007-08-09,56
2007-08-10,53
2007-08-11,51
2007-08-12,49
2007-08-13,46
2007-08-14,44
2007-08-15,41
2007-08-16,39
2007-08-17,36
2007-08-18,34
2007-08-19,31
2007-08-20,29
2007-08-21,26
2007-08-22,24
2007-08-23,22
2007-08-24,19
2007-08-25,17
2007-08-26,14
2007-08-27,12
2007-08-28,9
2007-08-29,7
2007-08-30,4
2007-08-31,2
2007-09-01,0
2007-09-02,0
2007-09-03,0
2007-09-04,0
2007-09-05,0
2007-09-06,0
2007-09-07,0
2007-09-08,0
2007-09-09,0
2007-09-10,0
2007-09-11,0
2007-09-12,0
2007-09-13,0
2007-09-14,0
2007-09-15,0
2007-09-16,0
2007-09-17,0
2007-09-18,0
2007-09-19,0
2007-09-20,0
2007-09-21,0
2007-09-22,0
2007-09-23,0
2007-09-24,0
2007-09-25,0
2007-09-26,0
2007-09-27,0
2007-09-28,0
2007-09-29,0
2007-09-30,0
2007-10-01,0
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-01,0
2007-12-02,0
2007-12-03,0
2007-12-04,0
2007-12-05,0
2007-12-06,0
2007-12-07,0
2007-12-08,0
2007-12-09,0
2007-12-10,0
2007-12-11,0
2007-12-12,0
2007-12-13,0
2007-12-14,0
2007-12-15,0
2007-12-16,0
2007-12-17,0
2007-12-18,0
2007-12-19,0
2007-12-20,0
2007-12-21,0
2007-12-22,0
2007-12-23,0
2007-12-24,0
2007-12-25,0
2007-12-26,0
2007-12-27,0
2007-12-28,0
2007-12-29,0
2007-12-30,0
2007-12-31,0
2008-01-01,0
2008-01-02,0
2008-01-03,0
2008-01-04,0
2008-01-05,0
2008-01-06,0
2008-01-07,0
2008-01-08,0
2008-01-09,0
2008-01-10,0
2008-01-11,0
2008-01-12,0
2008-01-13,0
2008-01-14,0
2008-01-15,0
2008-01-16,0
2008-01-17,0
2008-01-18,0
2008-01-19,0
2008-01-20,0
2008-01-21,0
2008-01-22,0
2008-01-23,0
2008-01-24,0
2008-01-25,0
2008-01-26,0
2008-01-27,0
2008-01-28,0
2008-01-29,0
2008-01-30,0
2008-01-31,0
2008-02-01,0
2008-02-02,0
2008-02-03,0
2008-02-04,0
2008-02-05,0
2008-02-06,0
2008-02-07,0
2008-02-08,0
2008-02-09,0
2008-02-10,0
2008-02-11,0
2008-02-12,0
2008-02-13,0
2008-02-14,0
2008-02-15,0
2008-02-16,0
2008-02-17,0
2008-02-18,0
2008-02-19,0
2008-02-20,0
2008-02-21,0
2008-02-22,0
2008-02-23,0
2008-02-24,0
2008-02-25,0
2008-02-26,0
2008-02-27,0
2008-02-28,0
2008-02-29,0
2008-03-01,0
2008-03-02,0
2008-03-03,0
2008-03-04,0
2008-03-05,0
2008-03-06,0
2008-03-07,0
2008-03-08,0
2008-03-09,0
2008-03-10,0
2008-03-11,0
2008-03-12,0
2008-03-13,0
2008-03-14,0
2008-03-15,0
2008-03-16,0
2008-03-17,0
2008-03-18,0
2008-03-19,0
2008-03-20,0
2008-03-21,0
2008-03-22,0
2008-03-23,0
2008-03-24,0
2008-03-25,0
2008-03-26,0
2008-03-27,0
2008-03-28,0
2008-03-29,0
2008-03-30,0
2008-03-31,0
2008-04-01,0
2008-04-02,1
2008-04-03,3
2008-04-04,5
2008-04-05,7
2008-04-06,9
2008-04-07,11
2008-04-08,13
2008-04-09,15
2008-04-10,17
2008-04-11,19
2008-04-12,20
2008-04-13,22
2008-04-14,24
2008-04-15,26
2008-04-16,28
2008-04-17,30
2008-04-18,32
2008-04-19,34
2008-04-20,36
2008-04-21,38
2008-04-22,39
2008-04-23,41
2008-04-24,43
2008-04-25,45
2008-04-26,47
2008-04-27,49
2008-04-28,51
2008-04-29,53
2008-04-30,55
2008-05-01,57
2008-05-02,57
2008-05-03,57
2008-05-04,57
2008-05-05,57
2008-05-06,57
2008-05-07,57
2008-05-08,57
2008-05-09,57
2008-05-10,57
2008-05-11,57
2008-05-12,57
2008-05-13,57
2008-05-14,57
2008-05-15,57
2008-05-16,57
2008-05-17,57
2008-05-18,57
2008-05-19,57
2008-05-20,57
2008-05-21,57
2008-05-22,57
2008-05-23,57
2008-05-24,57
2008-05-25,57
2008-05-26,57
2008-05-27,57
2008-05-28,57
2008-05-29,57
2008-05-30,57
2008-05-31,57
2008-06-01,57
2008-06-02,57
2008-06-03,57
2008-06-04,57
2008-06-05,57
2008-06-06,57
2008-06-07,57
2008-06-08,57
2008-06-09,57
2008-06-10,57
2008-06-11,57
2008-06-12,57
2008-06-13,57
2008-06-14,57
2008-06-15,57
2008-06-16,57
2008-06-17,57
2008-06-18,57
2008-06-19,57
2008-06-20,57
2008-06-21,57
2008-06-22,57
2008-06-23,57
2008-06-24,57
2008-06-25,57
2008-06-26,57
2008-06-27,57
2008-06-28,57
2008-06-29,57
2008-06-30,57
2008-07-01,57
2008-07-02,57
2008-07-03,57
2008-07-04,57
2008-07-05,57
2008-07-06,57
2008-07-07,57
2008-07-08,57
2008-07-09,57
2008-07-10,57
2008-07-11,57
2008-07-12,57
2008-07-13,57
2008-07-14,57
2008-07-15,57
2008-07-16,57
2008-07-17,57
2008-07-18,57
2008-07-19,57
2008-07-20,57
2008-07-21,57
2008-07-22,57
2008-07-23,57
2008-07-24,57
2008-07-25,57
2008-07-26,57
2008-07-27,57
2008-07-28,57
2008-07-29,57
2008-07-30,57
2008-07-31,57
2008-08-01,58
2008-08-02,58
2008-08-03,58
2008-08-04,58
2008-08-05,58
2008-08-06,58
2008-08-07,58
2008-08-08,58
2008-08-09,58
2008-08-10,58
2008-08-11,58
2008-08-12,58
2008-08-13,58
2008-08-14,58
2008-08-15,58
2008-08-16,58
2008-08-17,58
2008-08-18,58
2008-08-19,58
2008-08-20,58
2008-08-21,58
2008-08-22,58
2008-08-23,58
2008-08-24,58
2008-08-25,58
2008-08-26,58
2008-08-27,58
2008-08-28,58
2008-08-29,58
2008-08-30,58
2008-08-31,58
2008-09-01,58
2008-09-02,56
2008-09-03,54
2008-09-04,52
2008-09-05,50
2008-09-06,48
2008-09-07,46
2008-09-08,44
2008-09-09,42
2008-09-10,40
2008-09-11,38
2008-09-12,36
2008-09-13,34
2008-09-14,32
2008-09-15,30
2008-09-16,29
2008-09-17,27
2008-09-18,25
2008-09-19,23
2008-09-20,21
2008-09-21,19
2008-09-22,17
2008-09-23,15
2008-09-24,13
2008-09-25,11
2008-09-26,9
2008-09-27,7
2008-09-28,5
2008-09-29,3
2008-09-30,1
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
